"_id","EVENT_UNIQUE_ID","OCCURRENCE_YEAR","OCCURRENCE_DATE","OCCURRENCE_TIME","REPORTED_YEAR","REPORTED_DATE","REPORTED_TIME","DIVISION","LOCATION_TYPE","AGE_BIAS","MENTAL_OR_PHYSICAL_DISABILITY","RACE_BIAS","ETHNICITY_BIAS","LANGUAGE_BIAS","RELIGION_BIAS","SEXUAL_ORIENTATION_BIAS","GENDER_BIAS","MULTIPLE_BIAS","PRIMARY_OFFENCE","HOOD_158","NEIGHBOURHOOD_158","HOOD_140","NEIGHBOURHOOD_140","ARREST_MADE"
799,"GO-2022457709","2022","2022-03-11","956","2022","2022-03-11","956","D22","Public Transportation","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","159","Etobicoke City Centre (159)","014","Islington-City Centre West (14)","NO"
800,"GO-2022472889","2022","2022-03-13","1636","2022","2022-03-13","1636","D55","Open Area, Park or Parking Lot","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Interfere With Property","058","Old East York (58)","058","Old East York (58)","NO"
801,"GO-2022480176","2022","2022-03-14","1100","2022","2022-03-14","2035","D13","Streets/Roadways/Highway","NO","NO","Latino","None","None","None","None","None","YES","Assault","106","Humewood-Cedarvale (106)","106","Humewood-Cedarvale (106)","NO"
802,"GO-2022475130","2022","2022-03-14","45","2022","2022-03-14","45","D32","Open Area, Park or Parking Lot","NO","NO","None","Ukrainian","None","None","None","None","NO","Mischief Over $5000","034","Bathurst Manor (34)","034","Bathurst Manor (34)","NO"
803,"GO-2022494757","2022","2022-03-15","1440","2022","2022-03-16","1859","D55","Public Transportation","NO","NO","East/Southeast Asian","None","None","Muslim","None","None","YES","Assault","065","Greenwood-Coxwell (65)","065","Greenwood-Coxwell (65)","NO"
804,"GO-2022493049","2022","2022-03-16","1423","2022","2022-03-16","1423","D53","Streets/Roadways/Highway","NO","NO","Other race not mentioned","None","None","None","None","None","NO","Mischief Under $5000","098","Rosedale-Moore Park (98)","098","Rosedale-Moore Park (98)","NO"
805,"GO-2022528026","2022","2022-03-16","1400","2022","2022-03-21","1537","D31","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","027","York University Heights (27)","027","York University Heights (27)","NO"
806,"GO-2022534992","2022","2022-03-16","1348","2022","2022-03-22","1444","D31","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","Black","None","None","None","None","None","NO","Disturbing Religious Worship Or Certain Meetings","027","York University Heights (27)","027","York University Heights (27)","NO"
807,"GO-2022506622","2022","2022-03-18","745","2022","2022-03-18","1601","D53","Open Area, Park or Parking Lot","NO","NO","Black","None","None","None","None","None","NO","Assault","100","Yonge-Eglinton (100)","100","Yonge-Eglinton (100)","NO"
808,"GO-2022508361","2022","2022-03-18","1559","2022","2022-03-18","1559","D32","Streets/Roadways/Highway","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","NSA","NSA","NSA","NSA","NO"
809,"GO-2022594959","2022","2022-03-31","735","2022","2022-03-31","752","D32","Streets/Roadways/Highway","NO","NO","None","Russian","None","None","None","None","NO","Assault With a Weapon","035","Westminster-Branson (35)","035","Westminster-Branson (35)","YES"
810,"GO-2022622781","2022","2022-04-04","905","2022","2022-04-04","1003","D14","Streets/Roadways/Highway","NO","NO","None","Chinese","None","None","None","None","NO","Assault","078","Kensington-Chinatown (78)","078","Kensington-Chinatown (78)","NO"
811,"GO-2022678821","2022","2022-04-05","1714","2022","2022-04-12","1052","D52","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","None","None","Transgender Woman (Identifies As Woman)","NO","Mischief Under $5000","079","University (79)","079","University (79)","NO"
812,"GO-2022634644","2022","2022-04-06","47","2022","2022-04-06","47","D14","Public Transportation","NO","NO","East/Southeast Asian","None","None","None","None","None","NO","Assault","172","Dovercourt Village (172)","093","Dovercourt-Wallace Emerson-Junction (93)","NO"
813,"GO-2022644242","2022","2022-04-07","1140","2022","2022-04-07","1144","D42","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","None","None","Transgender Woman (Identifies As Woman)","NO","Assault","129","Agincourt North (129)","129","Agincourt North (129)","YES"
814,"GO-2022780069","2022","2022-04-07","10","2022","2022-04-27","819","D53","Public Transportation","NO","NO","None","Korean","None","None","None","None","NO","Assault","095","Annex (95)","095","Annex (95)","NO"
815,"GO-2022673371","2022","2022-04-08","0","2022","2022-04-11","1524","D14","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","165","Harbourfront-CityPlace (165)","077","Waterfront Communities-The Island (77)","NO"
816,"GO-2022673268","2022","2022-04-10","1200","2022","2022-04-11","1512","D31","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","Muslim","None","None","NO","Harassing Communications","027","York University Heights (27)","027","York University Heights (27)","NO"
817,"GO-2022680231","2022","2022-04-12","2200","2022","2022-04-12","2214","D55","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","065","Greenwood-Coxwell (65)","065","Greenwood-Coxwell (65)","NO"
818,"GO-2022688919","2022","2022-04-13","1545","2022","2022-04-13","1606","D51","Streets/Roadways/Highway","NO","NO","None","Indian","None","None","None","None","NO","Mischief Under $5000","168","Downtown Yonge East (168)","075","Church-Yonge Corridor (75)","NO"
819,"GO-2022726974","2022","2022-04-14","1200","2022","2022-04-19","2359","D31","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","027","York University Heights (27)","027","York University Heights (27)","YES"
820,"GO-2022707213","2022","2022-04-16","200","2022","2022-04-16","945","D43","Streets/Roadways/Highway","NO","NO","None","Indian","None","None","None","None","NO","Assault","136","West Hill (136)","136","West Hill (136)","YES"
821,"GO-2022723678","2022","2022-04-18","0","2022","2022-04-19","53","D31","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","154","Oakdale-Beverley Heights (154)","026","Downsview-Roding-CFB (26)","NO"
822,"GO-2022780753","2022","2022-04-20","622","2022","2022-04-27","1007","D32","Other Commercial / Corporate Places ","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","037","Willowdale West (37)","037","Willowdale West (37)","NO"
823,"GO-2022739342","2022","2022-04-21","900","2022","2022-04-21","1018","D55","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","065","Greenwood-Coxwell (65)","065","Greenwood-Coxwell (65)","NO"
824,"GO-2022737679","2022","2022-04-21","27","2022","2022-05-15","1435","D32","NA","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","037","Willowdale West (37)","037","Willowdale West (37)","NO"
825,"GO-2022821421","2022","2022-04-29","500","2022","2022-05-03","936","D43","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","134","Highland Creek (134)","134","Highland Creek (134)","NO"
826,"GO-2022815139","2022","2022-04-29","0","2022","2022-05-02","1722","D22","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","160","Mimico-Queensway (160)","017","Mimico (includes Humber Bay Shores) (17)","NO"
827,"GO-2022798816","2022","2022-04-29","2053","2022","2022-04-29","2053","D51","NA","NO","NO","Middle Eastern","None","None","None","Gay","None","YES","Assault","071","Cabbagetown-South St.James Town (71)","071","Cabbagetown-South St.James Town (71)","NO"
828,"GO-2022820697","2022","2022-04-30","1500","2022","2022-05-03","730","D32","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","050","Newtonbrook East (50)","050","Newtonbrook East (50)","NO"
829,"GO-2022808810","2022","2022-05-01","1030","2022","2022-05-01","1335","D22","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","012","Markland Wood (12)","012","Markland Wood (12)","NO"
830,"GO-2022807321","2022","2022-05-01","626","2022","2022-05-01","626","D23","Open Area, Park or Parking Lot","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","006","Kingsview Village-The Westway (6)","006","Kingsview Village-The Westway (6)","NO"
831,"GO-2022822665","2022","2022-05-03","839","2022","2022-05-14","625","D51","Public Transportation","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","168","Downtown Yonge East (168)","075","Church-Yonge Corridor (75)","NO"
832,"GO-2022861180","2022","2022-05-08","2130","2022","2022-05-08","2140","D31","Government Building (Courthouse, Museums, Parliament Building, etc.)","NO","NO","None","None","None","Muslim","None","None","NO","Disturbing Religious Worship Or Certain Meetings","027","York University Heights (27)","027","York University Heights (27)","YES"
833,"GO-2022877834","2022","2022-05-11","614","2022","2022-05-11","614","D42","Public Transportation","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","145","Malvern West (145)","132","Malvern (132)","NO"
834,"GO-2022894232","2022","2022-05-12","1700","2022","2022-05-13","1528","D22","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","010","Princess-Rosethorn (10)","010","Princess-Rosethorn (10)","NO"
835,"GO-2022889066","2022","2022-05-12","1030","2022","2022-05-12","1539","D55","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","Black","None","None","Jewish","None","None","YES","Mischief Under $5000","068","North Riverdale (68)","068","North Riverdale (68)","NO"
836,"GO-2022886125","2022","2022-05-12","744","2022","2022-05-16","1546","D14","Public Transportation","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","095","Annex (95)","095","Annex (95)","NO"
837,"GO-2022895878","2022","2022-05-13","1414","2022","2022-05-13","1615","NSA","Other Commercial / Corporate Places ","NO","NO","None","None","None","None","None","Transgender","NO","Assault","NSA","NSA","NSA","NSA","NO"
838,"GO-2022896885","2022","2022-05-13","1625","2022","2022-05-13","1625","D32","Public Transportation","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","036","Newtonbrook West (36)","036","Newtonbrook West (36)","NO"
839,"GO-2022973725","2022","2022-05-16","205","2022","2022-05-24","959","D53","Public Transportation","NO","NO","East/Southeast Asian","None","None","None","None","None","NO","Assault","095","Annex (95)","095","Annex (95)","NO"
840,"GO-2022929403","2022","2022-05-17","1720","2022","2022-05-18","849","D22","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","012","Markland Wood (12)","012","Markland Wood (12)","NO"
841,"GO-2022930329","2022","2022-05-18","900","2022","2022-05-18","955","D33","Religious Place of Worship/Cultural Centre","NO","NO","None","None","None","None","2SLGBTQ+","None","NO","Mischief Under $5000","042","Banbury-Don Mills (42)","042","Banbury-Don Mills (42)","NO"
842,"GO-2022936734","2022","2022-05-18","1800","2022","2022-05-19","840","D22","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","012","Markland Wood (12)","012","Markland Wood (12)","NO"
843,"GO-2022941259","2022","2022-05-19","1810","2022","2022-05-19","1830","D52","Other Commercial / Corporate Places ","NO","NO","None","None","None","None","Gay","None","NO","Assault","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","NO"
844,"GO-2022949224","2022","2022-05-20","2000","2022","2022-05-20","2000","D42","Public Transportation","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","145","Malvern West (145)","132","Malvern (132)","NO"
845,"GO-2022958627","2022","2022-05-21","2320","2022","2022-05-21","2328","D22","Open Area, Park or Parking Lot","NO","NO","None","None","None","Muslim","None","None","NO","Mischief Interfere With Property","159","Etobicoke City Centre (159)","014","Islington-City Centre West (14)","NO"
846,"GO-2022967269","2022","2022-05-21","930","2022","2022-05-23","1050","D22","Open Area, Park or Parking Lot","NO","NO","None","None","None","None","2SLGBTQ+","None","NO","Mischief Under $5000","009","Edenbridge-Humber Valley (9)","009","Edenbridge-Humber Valley (9)","NO"
847,"GO-2022984269","2022","2022-05-25","1646","2022","2022-05-25","1646","D32","NA","NO","NO","Black","None","None","None","None","None","NO","Mischief To Religious Property, Educational Institutions, Etc.","040","St.Andrew-Windfields (40)","040","St.Andrew-Windfields (40)","NO"
848,"GO-2022982864","2022","2022-05-25","1336","2022","2022-05-25","1336","D13","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Assault With a Weapon","032","Englemount-Lawrence (32)","032","Englemount-Lawrence (32)","YES"
849,"GO-2022996418","2022","2022-05-27","1041","2022","2022-05-27","1041","D22","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","016","Stonegate-Queensway (16)","016","Stonegate-Queensway (16)","NO"
850,"GO-20221019688","2022","2022-05-30","1555","2022","2022-05-30","1555","D52","Other Commercial / Corporate Places ","NO","NO","Black","None","None","None","None","None","NO","Assault With a Weapon","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","YES"
851,"GO-20221028472","2022","2022-05-31","1500","2022","2022-05-31","1832","D43","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","None","Gay","None","NO","Criminal Harassment","139","Scarborough Village (139)","139","Scarborough Village (139)","NO"
852,"GO-20221046731","2022","2022-06-01","1500","2022","2022-06-03","1136","D41","Streets/Roadways/Highway","NO","NO","None","None","None","None","2SLGBTQ+","None","NO","Assault","119","Wexford/Maryvale (119)","119","Wexford/Maryvale (119)","NO"
853,"GO-20221040715","2022","2022-06-02","1215","2022","2022-06-02","1402","D31","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","027","York University Heights (27)","027","York University Heights (27)","YES"
854,"GO-20221069599","2022","2022-06-02","1600","2022","2022-06-06","1352","D41","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","Black","None","None","None","2SLGBTQ+","None","YES","Mischief Under $5000","157","Bendale South (157)","127","Bendale (127)","NO"
855,"GO-20221072111","2022","2022-06-06","200","2022","2022-06-06","1851","D31","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","027","York University Heights (27)","027","York University Heights (27)","YES"
856,"GO-20221070240","2022","2022-06-06","1420","2022","2022-06-06","1420","D52","Business/Retail","NO","NO","None","None","None","None","2SLGBTQ+","None","NO","Uttering Threats - Bodily Harm","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","NO"
857,"GO-20221078809","2022","2022-06-07","1933","2022","2022-06-07","1933","D55","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","None","None","None","None","2SLGBTQ+","None","NO","Mischief Interfere With Property","057","Broadview North (57)","057","Broadview North (57)","NO"
858,"GO-20221090781","2022","2022-06-08","1200","2022","2022-06-09","822","D31","NA","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","027","York University Heights (27)","027","York University Heights (27)","YES"
859,"GO-20221115446","2022","2022-06-12","1953","2022","2022-06-12","1953","D51","Streets/Roadways/Highway","NO","NO","East/Southeast Asian","None","None","None","None","None","NO","Assault","166","St Lawrence-East Bayfront-The Islands (166)","077","Waterfront Communities-The Island (77)","YES"
860,"GO-20221115960","2022","2022-06-12","2115","2022","2022-06-12","2126","D51","Streets/Roadways/Highway","NO","NO","None","None","None","None","Gay","None","NO","Assault","074","North St.James Town (74)","074","North St.James Town (74)","YES"
861,"GO-20221132313","2022","2022-06-15","600","2022","2022-06-15","600","D55","Streets/Roadways/Highway","NO","NO","None","None","None","None","Gay","None","NO","Uttering Threats - Bodily Harm","070","South Riverdale (70)","070","South Riverdale (70)","NO"
862,"GO-20221170289","2022","2022-06-17","1630","2022","2022-06-20","1343","D32","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","Black","None","None","Jewish","None","None","YES","Mischief Under $5000","039","Bedford Park-Nortown (39)","039","Bedford Park-Nortown (39)","NO"
863,"GO-20221153570","2022","2022-06-17","2200","2022","2022-06-18","448","D33","Open Area, Park or Parking Lot","NO","NO","Black","None","None","Jewish","None","None","YES","Mischief Under $5000","042","Banbury-Don Mills (42)","042","Banbury-Don Mills (42)","NO"
864,"GO-20221149694","2022","2022-06-17","1222","2022","2022-06-17","1223","D22","Public Transportation","NO","NO","None","Other Ethnicity not mentioned","None","None","None","Woman","YES","Murder","159","Etobicoke City Centre (159)","014","Islington-City Centre West (14)","YES"
865,"GO-20221169688","2022","2022-06-20","1205","2022","2022-06-20","1205","D43","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","142","Woburn North (142)","137","Woburn (137)","NO"
866,"GO-20221171643","2022","2022-06-20","1700","2022","2022-06-20","2031","D22","Streets/Roadways/Highway","NO","NO","East/Southeast Asian","None","None","None","None","None","NO","Assault","016","Stonegate-Queensway (16)","016","Stonegate-Queensway (16)","NO"
867,"GO-20221183314","2022","2022-06-22","1201","2022","2022-06-22","1201","D42","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","Other Ethnicity not mentioned","None","None","None","None","NO","Assault","118","Tam O'Shanter-Sullivan (118)","118","Tam O'Shanter-Sullivan (118)","YES"
868,"GO-20221183437","2022","2022-06-22","1000","2022","2022-06-22","1000","D51","Streets/Roadways/Highway","NO","NO","Black","None","None","None","None","None","NO","Assault","168","Downtown Yonge East (168)","075","Church-Yonge Corridor (75)","YES"
869,"GO-20221550055","2022","2022-06-24","49","2022","2022-08-12","740","D55","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","East/Southeast Asian","None","None","None","None","None","NO","Mischief Under $5000","070","South Riverdale (70)","070","South Riverdale (70)","NO"
870,"GO-20221198264","2022","2022-06-24","959","2022","2022-06-24","1932","D51","Other Commercial / Corporate Places ","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","168","Downtown Yonge East (168)","075","Church-Yonge Corridor (75)","NO"
871,"GO-20221202397","2022","2022-06-24","2030","2022","2022-06-24","2030","D51","Streets/Roadways/Highway","NO","NO","None","None","None","None","Gay","None","NO","Assault With a Weapon","071","Cabbagetown-South St.James Town (71)","071","Cabbagetown-South St.James Town (71)","NO"
872,"GO-20221211711","2022","2022-06-26","445","2022","2022-06-26","445","D51","Medical Facility (Hospitals, Long-term Care, etc.)","NO","NO","None","None","None","None","None","Woman","NO","Assault","168","Downtown Yonge East (168)","075","Church-Yonge Corridor (75)","YES"
873,"GO-20221322730","2022","2022-06-29","1700","2022","2022-07-11","1526","D52","Streets/Roadways/Highway","NO","NO","Black","None","None","None","None","None","NO","Assault","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","NO"
874,"GO-20221270650","2022","2022-06-30","1519","2022","2022-07-04","1613","D31","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","027","York University Heights (27)","027","York University Heights (27)","YES"
875,"GO-20221480609","2022","2022-06-30","1","2022","2022-08-02","1119","D43","Government Building (Courthouse, Museums, Parliament Building, etc.)","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","156","Bendale-Glen Andrew (156)","127","Bendale (127)","NO"
876,"GO-20221254600","2022","2022-06-30","1520","2022","2022-07-02","907","D31","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","027","York University Heights (27)","027","York University Heights (27)","YES"
877,"GO-20221271322","2022","2022-07-01","1542","2022","2022-07-05","1230","D55","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","None","Indian","None","None","Gay","None","YES","Harassing Communications","066","Danforth (66)","066","Danforth (66)","NO"
878,"GO-20221249858","2022","2022-07-01","0","2022","2022-07-01","1525","D13","Streets/Roadways/Highway","NO","NO","Indigenous, East/Southeast Asian","None","None","Jewish","None","None","YES","Mischief Under $5000","031","Yorkdale-Glen Park (31)","031","Yorkdale-Glen Park (31)","NO"
879,"GO-20221259546","2022","2022-07-02","2300","2022","2022-07-02","2357","D51","Streets/Roadways/Highway","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","168","Downtown Yonge East (168)","075","Church-Yonge Corridor (75)","NO"
880,"GO-20221334948","2022","2022-07-09","100","2022","2022-07-13","1255","D32","Open Area, Park or Parking Lot","NO","NO","Black","None","None","Jewish","None","None","YES","Mischief Under $5000","151","Yonge-Doris (151)","051","Willowdale East (51)","NO"
881,"GO-20221315604","2022","2022-07-10","1526","2022","2022-07-10","1531","D51","Streets/Roadways/Highway","NO","NO","None","None","None","None","Gay","None","NO","Assault With a Weapon","073","Moss Park (73)","073","Moss Park (73)","NO"
882,"GO-20221313535","2022","2022-07-10","1103","2022","2022-07-10","1103","D32","Open Area, Park or Parking Lot","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","152","East Willowdale (152)","051","Willowdale East (51)","NO"
883,"GO-20221321249","2022","2022-07-10","600","2022","2022-07-11","1142","D32","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","Black","None","None","Jewish","None","None","YES","Mischief Under $5000","152","East Willowdale (152)","051","Willowdale East (51)","NO"
884,"GO-20221338598","2022","2022-07-13","615","2022","2022-07-13","1824","D52","Other Commercial / Corporate Places ","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","078","Kensington-Chinatown (78)","078","Kensington-Chinatown (78)","YES"
885,"GO-20221342512","2022","2022-07-14","956","2022","2022-07-14","1030","D32","NA","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","151","Yonge-Doris (151)","051","Willowdale East (51)","NO"
886,"GO-20221350373","2022","2022-07-15","1100","2022","2022-07-15","1121","D41","Public Transportation","NO","NO","Black","None","None","Jewish","None","None","YES","Mischief Under $5000","120","Clairlea-Birchmount (120)","120","Clairlea-Birchmount (120)","NO"
887,"GO-20221379473","2022","2022-07-19","1303","2022","2022-07-19","1550","D53","Other Commercial / Corporate Places ","NO","NO","None","None","Spanish","None","None","None","NO","Assault With a Weapon","100","Yonge-Eglinton (100)","100","Yonge-Eglinton (100)","NO"
888,"GO-20221382749","2022","2022-07-19","2050","2022","2022-07-19","2055","D41","NA","NO","NO","Black","None","None","None","None","None","NO","Assault","157","Bendale South (157)","127","Bendale (127)","YES"
889,"GO-20221398643","2022","2022-07-21","2336","2022","2022-07-21","2336","D14","Open Area, Park or Parking Lot","NO","NO","None","None","None","None","Gay","None","NO","Assault","172","Dovercourt Village (172)","093","Dovercourt-Wallace Emerson-Junction (93)","NO"
890,"GO-20221444222","2022","2022-07-28","858","2022","2022-07-28","858","D32","Streets/Roadways/Highway","NO","NO","Black, East/Southeast Asian","None","None","Jewish","None","None","YES","Mischief Under $5000","151","Yonge-Doris (151)","051","Willowdale East (51)","NO"
891,"GO-20221458643","2022","2022-07-30","545","2022","2022-07-30","600","D14","Streets/Roadways/Highway","NO","NO","None","Other Ethnicity not mentioned","None","None","None","None","NO","Assault","081","Trinity-Bellwoods (81)","081","Trinity-Bellwoods (81)","NO"
892,"GO-20221459051","2022","2022-07-30","829","2022","2022-07-30","829","D33","Streets/Roadways/Highway","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","042","Banbury-Don Mills (42)","042","Banbury-Don Mills (42)","NO"
893,"GO-20221537550","2022","2022-08-10","1300","2022","2022-08-10","1312","D31","NA","NO","NO","None","None","None","None","Gay","None","NO","Uttering Threats - Bodily Harm","027","York University Heights (27)","027","York University Heights (27)","YES"
894,"GO-20229031577","2022","2022-08-12","155","2022","2022-08-17","1105","D41","Other Commercial / Corporate Places ","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","120","Clairlea-Birchmount (120)","120","Clairlea-Birchmount (120)","NO"
895,"GO-20221550771","2022","2022-08-12","945","2022","2022-08-12","945","D32","Open Area, Park or Parking Lot","NO","NO","Black","None","None","Jewish","None","None","YES","Mischief Under $5000","152","East Willowdale (152)","051","Willowdale East (51)","NO"
896,"GO-20221559416","2022","2022-08-13","1120","2022","2022-08-13","1731","D55","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","None","None","None","None","2SLGBTQ+","Transgender","YES","Criminal Harassment","064","Woodbine Corridor (64)","064","Woodbine Corridor (64)","NO"
897,"GO-20221592493","2022","2022-08-15","0","2022","2022-08-18","1016","D55","Open Area, Park or Parking Lot","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","061","Taylor-Massey (61)","061","Taylor-Massey (61)","NO"
898,"GO-20221873069","2022","2022-08-16","1315","2022","2022-09-26","1118","D52","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","079","University (79)","079","University (79)","NO"
899,"GO-20221593831","2022","2022-08-17","1200","2022","2022-08-18","1154","D53","Streets/Roadways/Highway","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","095","Annex (95)","095","Annex (95)","NO"
900,"GO-20221601090","2022","2022-08-19","100","2022","2022-08-19","1147","D33","Religious Place of Worship/Cultural Centre","NO","NO","None","None","None","Christian Orthodox","None","None","NO","Mischief To Religious Property, Educational Institutions, Etc.","052","Bayview Village (52)","052","Bayview Village (52)","NO"
901,"GO-20221643379","2022","2022-08-20","2000","2022","2022-08-25","1111","D55","Streets/Roadways/Highway","NO","NO","None","Ukrainian","None","None","None","None","NO","Mischief Interfere With Property","063","The Beaches (63)","063","The Beaches (63)","NO"
902,"GO-20221665645","2022","2022-08-27","1900","2022","2022-08-28","1400","D51","Open Area, Park or Parking Lot","NO","NO","None","None","None","None","2SLGBTQ+","None","NO","Assault","167","Church-Wellesley (167)","075","Church-Yonge Corridor (75)","YES"
903,"GO-20221659442","2022","2022-08-27","1526","2022","2022-08-27","1531","D51","Streets/Roadways/Highway","NO","NO","South Asian","None","None","None","None","None","NO","Assault","167","Church-Wellesley (167)","075","Church-Yonge Corridor (75)","NO"
904,"GO-20221696014","2022","2022-08-28","300","2022","2022-09-01","1600","D22","Streets/Roadways/Highway","NO","NO","Black","None","None","None","None","None","NO","Assault","158","Islington (158)","014","Islington-City Centre West (14)","NO"
905,"GO-20221679603","2022","2022-08-29","100","2022","2022-08-30","1244","D41","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","156","Bendale-Glen Andrew (156)","127","Bendale (127)","NO"
906,"GO-20221694295","2022","2022-09-01","1155","2022","2022-09-01","1155","D51","Streets/Roadways/Highway","NO","NO","Black, South Asian","None","None","None","None","None","YES","Assault","167","Church-Wellesley (167)","075","Church-Yonge Corridor (75)","YES"
907,"GO-20221838143","2022","2022-09-02","2301","2022","2022-09-21","1031","D14","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","165","Harbourfront-CityPlace (165)","077","Waterfront Communities-The Island (77)","NO"
908,"GO-20221760894","2022","2022-09-07","800","2022","2022-09-10","1303","D41","Medical Facility (Hospitals, Long-term Care, etc.)","NO","NO","Black","None","None","Jewish","None","None","YES","Mischief Under $5000","126","Dorset Park (126)","126","Dorset Park (126)","NO"
909,"GO-20221739482","2022","2022-09-07","1625","2022","2022-09-07","1649","D43","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","South Asian","None","None","None","None","None","NO","Assault","141","Golfdale-Cedarbrae-Woburn (141)","137","Woburn (137)","YES"
